city,state,county,street1,street2,zipcode,latitude,longitude,province,footnotes,isvalidated,dpvfootnotes,dpvmatchcode,lasclinkcode,lasclinkindicator,latlongprecision,suitelinkmatch
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,11201 MONTGOMERY BLVD. NE,,87111,35.13075,-106.51561,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,1625 RIO BRAVO BLVD SW,,87105,35.02729,-106.68208,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3625 E. COLFAX AVE.,,80206,39.74063,-104.94451,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
TRINIDAD,"{""code"": ""CO"", ""name"": ""Colorado""}",,316 PROSPECT,,81082,0,0,,,FALSE,,,,,,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2525 ARAPAHOE AVE.,,80302,0,0,,,FALSE,,,,,,FALSE
MURRAY,"{""code"": ""UT"", ""name"": ""Utah""}",,6284 S STATE ST,,84107,0,0,,,FALSE,,,,,,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2525 ARAPAHOE AVE.,,80302,0,0,,,FALSE,,,,,,FALSE
OREM,"{""code"": ""UT"", ""name"": ""Utah""}",,1375 S STATE ST,,84097,0,0,,,FALSE,,,,,,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2950 BASELINE RD,,80303,39.99815,-105.25375,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,5650 ALLEN WAY,,80108,39.41148,-104.86015,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
PHOENIX,"{""code"": ""AZ"", ""name"": ""Arizona""}",Maricopa,5455 E HIGH STREET,SUITE 111,85054,33.67597,-111.96528,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
FRISCO,"{""code"": ""CO"", ""name"": ""Colorado""}",,970 N. TEN MILE DR.,,80435,0,0,,"A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",FALSE,"AA - City/state/ZIP + street are all valid | M3 - Primary number (e.g., house number) is invalid | ",N - Not Confirmed; address could not be DPV confirmed as deliverable,,,,FALSE
HIGHLANDS RANCH,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,1980 E. COUNTY LINE RD.,,80126,39.56526,-104.9634,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,5112 LOMAS BLVD. NE,,87110,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,5112 LOMAS BLVD. NE,,87110,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,3625 E. COLFAX AVE.,,80206,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,6300 SAN MATEO BLVD. NE,,87109,0,0,,,FALSE,,,,,,FALSE
FARGO,"{""code"": ""ND"", ""name"": ""North Dakota""}",,4517 13TH AVENUE S,,58103,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,197 E. MISSISSIPPI AVENUE,,80209,0,0,,,FALSE,,,,,,FALSE
TAOS,"{""code"": ""NM"", ""name"": ""New Mexico""}",,623 PASEO DEL PUEBLO N,,87571,0,0,,,FALSE,,,,,,FALSE
HIGHLAND RANCH,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,1265 SGT JOHN STILES DRIVE,,80129,39.5496,-105.00692,,"B - The spelling of the city name and/or state abbreviation in the submitted address was found to be different than the standard spelling. The standard spelling of the city name and state abbreviation is shown in the City and State fields | H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | M - The spelling of the street name was changed in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip8,FALSE
PARKER,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,9751 S. PARKER ROAD,,80134,39.53918,-104.77128,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAFAYETTE,"{""code"": ""CO"", ""name"": ""Colorado""}",,555 W. SOUTH BOULDER RD.,SUITE A,80026,0,0,,,FALSE,,,,,,FALSE
LAFAYETTE,"{""code"": ""CO"", ""name"": ""Colorado""}",,555 W. SOUTH BOULDER RD.,SUITE A,80026,0,0,,,FALSE,,,,,,FALSE
THORNTON,"{""code"": ""CO"", ""name"": ""Colorado""}",,1131 E. 120TH AVE.,,80233,0,0,,,FALSE,,,,,,FALSE
HIGHLANDS RANCH,"{""code"": ""CO"", ""name"": ""Colorado""}",,1980 E. COUNTY LINE RD.,,80126,0,0,,,FALSE,,,,,,FALSE
THORNTON,"{""code"": ""CO"", ""name"": ""Colorado""}",,1131 E. 120TH AVE.,,80233,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,10701 CORRALES RD. NW,,87114,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,11201 MONTGOMERY BLVD. NE,,87111,0,0,,,FALSE,,,,,,FALSE
GREENWOOD VILLAGE,"{""code"": ""CO"", ""name"": ""Colorado""}",,8557 E. ARAPHOE RD.,# B,80112,0,0,,,FALSE,,,,,,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,199 PASEO DE PERALTA,,87501,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,2912 EUBANK NE,,87112,0,0,,,FALSE,,,,,,FALSE
MURRAY,"{""code"": ""UT"", ""name"": ""Utah""}",,6284 S STATE ST,,84107,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,5112 LOMAS BLVD. NE,,87110,0,0,,,FALSE,,,,,,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,2601 S. LEMAY AVE.,,80525,40.55121,-105.05924,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,2601 S. LEMAY AVE.,,80525,40.55121,-105.05924,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,11201 MONTGOMERY BLVD. NE,,87111,35.13075,-106.51561,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
THORNTON,"{""code"": ""CO"", ""name"": ""Colorado""}",Adams,1131 E. 120TH AVE.,,80233,39.91452,-104.97314,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2950 BASELINE RD,,80303,39.99815,-105.25375,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LONE TREE,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,10018 COMMONS ST.,,80124,39.53757,-104.88582,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
LAFAYETTE,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,555 W. SOUTH BOULDER RD.,SUITE A,80026,39.987,-105.08704,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5112 LOMAS BLVD. NE,,87110,35.08731,-106.58833,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,11201 MONTGOMERY BLVD. NE,,87111,35.13075,-106.51561,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,6300 SAN MATEO BLVD. NE,,87109,35.14915,-106.58458,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,8601 W. CROSS DR.,,80123,39.61499,-105.09245,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,10701 CORRALES RD. NW,,87114,35.20722,-106.64305,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,10701 CORRALES RD. NW,,87114,35.20722,-106.64305,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
PHOENIX,"{""code"": ""AZ"", ""name"": ""Arizona""}",Maricopa,5455 E HIGH STREET,SUITE 111,85054,33.67597,-111.96528,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5112 LOMAS BLVD. NE,,87110,35.08731,-106.58833,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Santa Fe,199 PASEO DE PERALTA,,87501,35.69231,-105.94735,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
WENTZVILLE,"{""code"": ""MO"", ""name"": ""Missouri""}",,1 EAST ALLEN,,63385,0,0,,,FALSE,,,,,,FALSE
PARKER,"{""code"": ""CO"", ""name"": ""Colorado""}",,9751 S. PARKER ROAD,,80134,0,0,,,FALSE,,,,,,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",,5650 ALLEN WAY,,80108,0,0,,,FALSE,,,,,,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2950 BASELINE RD,,80303,0,0,,,FALSE,,,,,,FALSE
GREENWOOD VILLAGE,"{""code"": ""CO"", ""name"": ""Colorado""}",,8557 E. ARAPHOE RD.,#B,80112,0,0,,,FALSE,,,,,,FALSE
LONGMONT,"{""code"": ""CO"", ""name"": ""Colorado""}",,S. HOVER RD & KEN PRATT BLVD.,,80501,0,0,,,FALSE,,,,,,FALSE
WESTMINSTER,"{""code"": ""CO"", ""name"": ""Colorado""}",,5150 W. 120TH AVE.,,80020,0,0,,,FALSE,,,,,,FALSE
WESTMINSTER,"{""code"": ""CO"", ""name"": ""Colorado""}",,5150 W. 120TH AVE.,,80020,0,0,,,FALSE,,,,,,FALSE
WESTMINSTER,"{""code"": ""CO"", ""name"": ""Colorado""}",,5150 W. 120TH AVE.,,80020,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,197 E. MISSISSIPPI AVENUE,,80209,0,0,,,FALSE,,,,,,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",,5650 ALLEN WAY,,80108,0,0,,,FALSE,,,,,,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",,4345 CORBETT DR,,80528,0,0,,,FALSE,,,,,,FALSE
LONE TREE,"{""code"": ""CO"", ""name"": ""Colorado""}",,10018 COMMONS ST.,,80124,0,0,,,FALSE,,,,,,FALSE
WESTMINSTER,"{""code"": ""CO"", ""name"": ""Colorado""}",,5150 W. 120TH AVE.,,80020,0,0,,,FALSE,,,,,,FALSE
LONE TREE,"{""code"": ""CO"", ""name"": ""Colorado""}",,10018 COMMONS ST.,,80124,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,197 E. MISSISSIPPI AVENUE,,80209,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,11201 MONTGOMERY BLVD. NE,,87111,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,6300 SAN MATEO BLVD. NE,,87109,0,0,,,FALSE,,,,,,FALSE
GREELEY,"{""code"": ""CO"", ""name"": ""Colorado""}",,4759 W. 29TH ST,UNIT B,80634,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,11201 MONTGOMERY BLVD. NE,,87111,0,0,,,FALSE,,,,,,FALSE
GOLDEN,"{""code"": ""CO"", ""name"": ""Colorado""}",,2401 FORD STREET,,80401,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,10701 CORRALES RD. NW,,87114,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,13150 CENTRAL AVE. SE,,87123,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,3625 E. COLFAX AVE.,,80206,0,0,,,FALSE,,,,,,FALSE
CASTLE ROCK,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,5650 ALLEN WAY,,80108,39.41148,-104.86015,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2880 S. COLORADO BLVD.,,80222,0,0,,,FALSE,,,,,,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",,8601 W. CROSS DR.,,80123,0,0,,,FALSE,,,,,,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,5112 LOMAS BLVD. NE,,87110,0,0,,,FALSE,,,,,,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",,2601 S. LEMAY AVE.,,80525,0,0,,,FALSE,,,,,,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",,8601 W. CROSS DR.,,80123,0,0,,,FALSE,,,,,,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",,199 PASEO DE PERALTA,,87501,0,0,,,FALSE,,,,,,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",,2880 S. COLORADO BLVD.,,80222,0,0,,,FALSE,,,,,,FALSE
PHOENIX,"{""code"": ""AZ"", ""name"": ""Arizona""}",,5455 E HIGH STREET,SUITE 111,85054,0,0,,,FALSE,,,,,,FALSE
FT WORTH,"{""code"": ""TX"", ""name"": ""Texas""}",Tarrant,COD CUSTOMER PICK UP,121 N BEACH ST,76111,32.76595,-97.28815,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
AURORA,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,1150 S IRONTON ST,UNIT 130,80010,39.69367,-104.86327,,"A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,7745 N WADSWORTH BLVD,,80003,39.83795,-105.08294,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LONGMONT,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,1101 S. HOVER,,80501,40.15163,-105.1335,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,2880 S. COLORADO BLVD.,,80222,39.66477,-104.94067,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,11201 MONTGOMERY BLVD. NE,,87111,35.13075,-106.51561,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",,1440 EAST LINCOLN AVE,,80538,0,0,,,FALSE,,,,,,FALSE
WHEATRIDGE,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,4900 KIPLING STREET,,80033,39.78609,-105.10849,,"B - The spelling of the city name and/or state abbreviation in the submitted address was found to be different than the standard spelling. The standard spelling of the city name and state abbreviation is shown in the City and State fields | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
GREELEY,"{""code"": ""CO"", ""name"": ""Colorado""}",Weld,4759 W. 29TH ST,UNIT B,80634,40.38944,-104.75847,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
CENTENNIAL,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,6774 S UNIVERSITY BLVD,,80122,39.5939,-104.96006,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
